,Target,Date,Tweet Ago,Compound,Positive,Negative,Neutral,Text,Source
99,BBC,2018-01-13 12:00:07,100,0.0,0.0,0.0,1.0,Four of the biggest global health stories to follow in 2018. ? https://t.co/j47eCWOmGG,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>"
0,CBS,2018-01-14 22:13:29,1,0.9215,0.379,0.0,0.621,Cast your vote now and see who will be named the winner of Super Bowl Greatest Commercials 2018! Tune in January 30… https://t.co/zUteavWdKi,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
1,CBS,2018-01-14 19:12:26,2,0.3182,0.242,0.13,0.628,"If you continue to experience problems, please visit https://t.co/wvWEgDYfI5 to send our support team an email.","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
2,CBS,2018-01-14 19:12:25,3,0.1027,0.065,0.0,0.935,"We apologize for the live streaming issues some users are experiencing on CBS All Access this morning. The issue, a… https://t.co/WNl94H269i","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
3,CBS,2018-01-14 19:11:33,4,0.6705,0.244,0.0,0.756,"RT @startrekcbs: There will be lots to discuss after tonight's new #StarTrekDiscovery. Luckily, #AfterTrek has you covered. Join @karterhol…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
4,CBS,2018-01-14 14:49:58,5,-0.2244,0.0,0.095,0.905,Don’t miss the AFC Divisional game! Stream the Jacksonville Jaguars at Pittsburgh Steelers LIVE today at 1:05PM ET… https://t.co/uYjgjaa6Oj,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
5,CBS,2018-01-14 12:00:01,6,0.5719,0.171,0.0,0.829,"Today's music stars will be tomorrow's legends. In two weeks, celebrate The 60th Annual #GRAMMYs, Sunday, January 2… https://t.co/feZVWMIKua","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
6,CBS,2018-01-13 14:32:07,7,-0.2244,0.0,0.086,0.914,Don’t miss the AFC Divisional game! Stream the Tennessee Titans at New England Patriots LIVE tonight at 8:15PM ET w… https://t.co/X34bNfms3j,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
7,CBS,2018-01-12 21:39:27,8,0.8016,0.297,0.0,0.703,Star power makes these commercials instant classics! Vote for your favorite spot now and watch Super Bowl Greatest… https://t.co/DwBhTazToF,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
8,CBS,2018-01-12 12:00:05,9,0.7717,0.324,0.0,0.676,Four-time GRAMMY® winner @KeithUrban inspires the next generation of young artists through music education. Because… https://t.co/1a32zReMrn,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
9,CBS,2018-01-11 20:34:24,10,0.0,0.0,0.0,1.0,Here's why @startrekcbs needs to be your next binge: https://t.co/locrpdx0VT #StarTrekDiscovery https://t.co/XOMuprlXzG,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
10,CBS,2018-01-11 20:31:42,11,0.555,0.204,0.0,0.796,RT @Elementary_CBS: Your favorite detective duo is back! #Elementary returns April 30 at 10/9c! https://t.co/aG8XiwAd6S,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
11,CBS,2018-01-11 20:31:33,12,0.0,0.0,0.0,1.0,"RT @CodeBlackCBS: Return to Angels Memorial on Wednesday, May 2 for season 3 of #CodeBlack. https://t.co/ZmfuQhOwoU","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
12,CBS,2018-01-11 12:00:06,13,0.1867,0.084,0.0,0.916,#TBT to when @latelateshow's @JKCorden rolled into the 2017 #GRAMMYs! Don't miss him return to host The 60th Annual… https://t.co/CbczcnV3HK,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
13,CBS,2018-01-10 17:15:18,14,0.8553,0.344,0.0,0.656,Hosts @7BOOMERESIASON &amp; @DanielaRuah return in Super Bowl Greatest Commercials 2018 pitting man vs. beast! Cast you… https://t.co/bk8OKTblMw,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
14,CBS,2018-01-10 14:44:59,15,0.0,0.0,0.0,1.0,"Music's Biggest Night® just got bigger with epic performances by @BrunoMars with @iamcardib, @KeshaRose, @sza and m… https://t.co/rCWrP6PihR","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
15,CBS,2018-01-09 19:30:28,16,0.1867,0.076,0.0,0.924,RT @BullCBS: Dr. #Bull's latest case could change the way Psychologists work. Don't miss tonight's new episode at 9/8c on CBS! https://t.co…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
16,CBS,2018-01-09 19:27:16,17,0.836,0.317,0.0,0.683,"?@Prince pushed the envelope and never settled for ordinary.

Celebrate the greatest artists in music history at Th… https://t.co/GPZ9YgK1tH","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
17,CBS,2018-01-09 18:29:39,18,0.0,0.0,0.0,1.0,RT @AmazingRaceCBS: This race is just getting started. Catch a new episode of The #AmazingRace tomorrow at 8/7c on CBS! https://t.co/Nab5DC…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
18,CBS,2018-01-08 18:07:57,19,0.0,0.0,0.0,1.0,RT @startrekcbs: #StarTrekDiscovery is back! Episode 10 is now streaming on CBS All Access: https://t.co/xPeb97Rs8J https://t.co/Uvgab7nGgS,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
19,CBS,2018-01-08 14:34:48,20,0.0,0.0,0.0,1.0,"New year, new case. Watch the latest episode of #NCISLA now: https://t.co/1rAsX4EsiB https://t.co/QzRZcORK9r","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
20,CBS,2018-01-14 22:13:29,21,0.9215,0.379,0.0,0.621,Cast your vote now and see who will be named the winner of Super Bowl Greatest Commercials 2018! Tune in January 30… https://t.co/zUteavWdKi,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
21,CBS,2018-01-14 19:12:26,22,0.3182,0.242,0.13,0.628,"If you continue to experience problems, please visit https://t.co/wvWEgDYfI5 to send our support team an email.","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
22,CBS,2018-01-14 19:12:25,23,0.1027,0.065,0.0,0.935,"We apologize for the live streaming issues some users are experiencing on CBS All Access this morning. The issue, a… https://t.co/WNl94H269i","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
23,CBS,2018-01-14 19:11:33,24,0.6705,0.244,0.0,0.756,"RT @startrekcbs: There will be lots to discuss after tonight's new #StarTrekDiscovery. Luckily, #AfterTrek has you covered. Join @karterhol…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
24,CBS,2018-01-14 14:49:58,25,-0.2244,0.0,0.095,0.905,Don’t miss the AFC Divisional game! Stream the Jacksonville Jaguars at Pittsburgh Steelers LIVE today at 1:05PM ET… https://t.co/uYjgjaa6Oj,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
25,CBS,2018-01-14 12:00:01,26,0.5719,0.171,0.0,0.829,"Today's music stars will be tomorrow's legends. In two weeks, celebrate The 60th Annual #GRAMMYs, Sunday, January 2… https://t.co/feZVWMIKua","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
26,CBS,2018-01-13 14:32:07,27,-0.2244,0.0,0.086,0.914,Don’t miss the AFC Divisional game! Stream the Tennessee Titans at New England Patriots LIVE tonight at 8:15PM ET w… https://t.co/X34bNfms3j,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
27,CBS,2018-01-12 21:39:27,28,0.8016,0.297,0.0,0.703,Star power makes these commercials instant classics! Vote for your favorite spot now and watch Super Bowl Greatest… https://t.co/DwBhTazToF,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
28,CBS,2018-01-12 12:00:05,29,0.7717,0.324,0.0,0.676,Four-time GRAMMY® winner @KeithUrban inspires the next generation of young artists through music education. Because… https://t.co/1a32zReMrn,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
29,CBS,2018-01-11 20:34:24,30,0.0,0.0,0.0,1.0,Here's why @startrekcbs needs to be your next binge: https://t.co/locrpdx0VT #StarTrekDiscovery https://t.co/XOMuprlXzG,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
30,CBS,2018-01-11 20:31:42,31,0.555,0.204,0.0,0.796,RT @Elementary_CBS: Your favorite detective duo is back! #Elementary returns April 30 at 10/9c! https://t.co/aG8XiwAd6S,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
31,CBS,2018-01-11 20:31:33,32,0.0,0.0,0.0,1.0,"RT @CodeBlackCBS: Return to Angels Memorial on Wednesday, May 2 for season 3 of #CodeBlack. https://t.co/ZmfuQhOwoU","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
32,CBS,2018-01-11 12:00:06,33,0.1867,0.084,0.0,0.916,#TBT to when @latelateshow's @JKCorden rolled into the 2017 #GRAMMYs! Don't miss him return to host The 60th Annual… https://t.co/CbczcnV3HK,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
33,CBS,2018-01-10 17:15:18,34,0.8553,0.344,0.0,0.656,Hosts @7BOOMERESIASON &amp; @DanielaRuah return in Super Bowl Greatest Commercials 2018 pitting man vs. beast! Cast you… https://t.co/bk8OKTblMw,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
34,CBS,2018-01-10 14:44:59,35,0.0,0.0,0.0,1.0,"Music's Biggest Night® just got bigger with epic performances by @BrunoMars with @iamcardib, @KeshaRose, @sza and m… https://t.co/rCWrP6PihR","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
35,CBS,2018-01-09 19:30:28,36,0.1867,0.076,0.0,0.924,RT @BullCBS: Dr. #Bull's latest case could change the way Psychologists work. Don't miss tonight's new episode at 9/8c on CBS! https://t.co…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
36,CBS,2018-01-09 19:27:16,37,0.836,0.317,0.0,0.683,"?@Prince pushed the envelope and never settled for ordinary.

Celebrate the greatest artists in music history at Th… https://t.co/GPZ9YgK1tH","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
37,CBS,2018-01-09 18:29:39,38,0.0,0.0,0.0,1.0,RT @AmazingRaceCBS: This race is just getting started. Catch a new episode of The #AmazingRace tomorrow at 8/7c on CBS! https://t.co/Nab5DC…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
38,CBS,2018-01-08 18:07:57,39,0.0,0.0,0.0,1.0,RT @startrekcbs: #StarTrekDiscovery is back! Episode 10 is now streaming on CBS All Access: https://t.co/xPeb97Rs8J https://t.co/Uvgab7nGgS,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
39,CBS,2018-01-08 14:34:48,40,0.0,0.0,0.0,1.0,"New year, new case. Watch the latest episode of #NCISLA now: https://t.co/1rAsX4EsiB https://t.co/QzRZcORK9r","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
40,CBS,2018-01-08 14:29:20,41,0.0,0.0,0.0,1.0,RT @AmazingRaceCBS: Which teams are zipping through the first leg of the #AmazingRace? https://t.co/8isAwPyrLY,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
41,CBS,2018-01-08 00:29:51,42,0.0,0.0,0.0,1.0,RT @MadamSecretary: Is VP Hurst going to work with or against Elizabeth? Stream a new #MadamSecretary live with CBS All Access: https://t.c…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
42,CBS,2018-01-06 20:05:17,43,0.0,0.0,0.0,1.0,"RT @debrabirnbaum: .@ShawnRyanTV: To me, being on CBS is the opposite of preaching to the choir. #TCA18","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
43,CBS,2018-01-06 19:04:08,44,0.8271,0.314,0.0,0.686,RT @LivinBiblically: “The truth is it somehow gorgeously straddles both sides...I have had friends come from all different walks of life an…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
44,CBS,2018-01-06 19:03:38,45,-0.7717,0.0,0.226,0.774,RT @instinctcbs: “This is a crime show where at the end you’re not reminded of how miserable things are in the world right now…You feel sat…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
45,CBS,2018-01-06 00:37:55,46,0.0,0.0,0.0,1.0,"RT @startrekcbs: Star Trek has touched the lives of generations of fans, including the cast and writers of #StarTrekDiscovery. What's your…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
46,CBS,2018-01-06 00:30:53,47,0.0,0.0,0.0,1.0,#StrangeAngel has found its leading man! Jack Reynor will star as famed rocket engineer Jack Parsons in the upcomin… https://t.co/sHkSKABGfd,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
47,CBS,2018-01-05 18:30:42,48,0.0,0.0,0.0,1.0,"The streak of new episodes continues! Watch new episodes of #MacGyver, #H50 &amp; #BlueBloods tonight starting at 8/7c.… https://t.co/xs2vbVqBJZ","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
48,CBS,2018-01-05 16:05:58,49,0.0,0.0,0.0,1.0,"RT @CBSTweet: #CBSRatingsNews: CBS Sweeps Fourth Quarter Ratings in Daytime, Primetime and Late Night for the First Time Since 2009 https:/…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
49,CBS,2018-01-04 23:13:02,50,0.1867,0.11,0.0,0.89,"New year, new episodes! Don't miss all-new episodes of @BigBangTheory, @YoungSheldon, @MomCBS, @LifeInPiecesCBS, an… https://t.co/COf6Qg8Mz1","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
50,CBS,2018-01-04 14:43:09,51,-0.296,0.0,0.121,0.879,"Current nominees @LadyGaga, @LittleBigTown, @Pink, Childish Gambino and more will perform live at the #GRAMMYs, Jan… https://t.co/PlLMasNPwD","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
51,CBS,2018-01-03 20:33:09,52,0.5423,0.179,0.0,0.821,"RT @startrekcbs: From Airiam to Zefram Cochrane, #StarTrekDiscovery features fascinating new concepts along with classic references. What's…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
52,CBS,2018-01-03 19:51:15,53,-0.5267,0.0,0.167,0.833,Torres and Bishop went undercover as a criminal couple on the latest episode of #NCIS. Catch up now:… https://t.co/1iTEneHyJS,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
53,CBS,2018-01-03 15:00:05,54,0.5423,0.143,0.0,0.857,Do you know all the nominees for Artist Of The Year? Get familiar with this year's GRAMMY® Award nominees ahead of… https://t.co/UQa8Mu9PUV,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
54,CBS,2018-01-03 12:00:01,55,0.0,0.0,0.0,1.0,"The new year of new episodes continues tonight with all-new episodes of #AmazingRace, #SEALTeam and #CriminalMinds… https://t.co/bwhNhQgsFC","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
55,CBS,2018-01-03 00:47:26,56,-0.7692,0.0,0.267,0.733,"RT @BullCBS: Tonight, can #Bull prove that a teen accused of robbing a jewelry store isn't responsible for the crime? Tune in at 9/8c or st…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
56,CBS,2018-01-02 22:41:51,57,0.8516,0.34,0.0,0.66,It's your last chance to choose the pro football player with the best off-the-field talent! Vote now to decide who… https://t.co/6DjwqU0MB9,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
57,CBS,2018-01-02 08:00:03,58,0.0,0.0,0.0,1.0,"New year, new episodes -- all week long! It kicks off with an all-new #NCIS, #Bull and #NCISNOLA tonight starting a… https://t.co/bcmAaUQJtf","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
58,CBS,2018-01-01 01:16:12,59,0.0,0.0,0.0,1.0,"Due to #NFL football games overrun, revised start times &amp; lineup for Eastern/Central Time Zones Only:
#60Minutes 8:… https://t.co/rqOYbM5j0h","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
59,CBS,2017-12-31 14:37:05,60,0.7798,0.264,0.0,0.736,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE (not ava… https://t.co/NEntvW7QHd,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
60,CBS,2017-12-30 20:25:20,61,0.0,0.0,0.0,1.0,"RT @NoActivityCBS: All season nothing's happened. Now prepare for activity. Stream the #NoActivity season finale Sunday, Dec 31 on CBS All…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
61,CBS,2017-12-30 20:24:58,62,0.3612,0.116,0.0,0.884,RT @startrekcbs: Find out what happens when you boldly go too far. #StarTrekDiscovery continues January 7 on CBS All Access: https://t.co/f…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
62,CBS,2017-12-29 16:06:02,63,0.0857,0.157,0.144,0.699,Stream NC State Wolfpack at Arizona State Sun Devils LIVE today at 3PM ET with a 1-month FREE trial of… https://t.co/8k50thgtip,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
63,CBS,2017-12-28 20:31:01,64,0.1511,0.121,0.096,0.783,"In case you missed this star-studded tribute to Carol Burnett's classic comedy series, catch up now! Watch The Caro… https://t.co/wu7BxM9gtm","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
64,CBS,2017-12-28 19:28:22,65,0.0,0.0,0.0,1.0,Some of TV's biggest stars saluted @TheNormanLear's impact on television and culture at The 40th Annual Kennedy Cen… https://t.co/E74ChUW1uE,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
65,CBS,2017-12-27 22:45:05,66,0.875,0.357,0.0,0.643,The search is on to find the pro football player with the best off-the-field talent. Vote for your favorite player… https://t.co/R0fb5ngJ16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
66,CBS,2017-12-27 21:04:10,67,0.7717,0.295,0.0,0.705,"Celebrate everyone's favorite classic sitcom with Carol Burnett, Vicki Lawrence, and more stars during The Carol Bu… https://t.co/SaiZ9TzBVO","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
67,CBS,2017-12-27 19:52:02,68,0.8452,0.337,0.0,0.663,Joy to the world of streaming! Try #CBSAllAccess FREE for 1 month – just use code BINGE by 1/2:… https://t.co/9p1ACnslz6,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
68,CBS,2017-12-27 19:40:34,69,0.0,0.0,0.0,1.0,"Music legend Stevie Wonder salutes @LionelRichie while performing his classic hit, ""Easy"" at The 40th Annual Kenned… https://t.co/7TeDeNyhgo","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
69,CBS,2017-12-27 12:00:01,70,0.7003,0.234,0.0,0.766,"As the youngest Kennedy Center Honoree in 40 years, @LLCoolJ talks about what motivates him to chase his dreams. Wa… https://t.co/DFY78y99w3","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
70,CBS,2017-12-27 07:27:33,71,0.8398,0.36,0.0,0.64,Here's to the 2017 Kennedy Center Honorees! Catch up on an evening of stunning performances and inspiring speeches… https://t.co/jGfANpSCul,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
71,CBS,2017-12-27 04:00:52,72,0.8221,0.336,0.0,0.664,This celebration could go all night long! What a great final performance in honor of @LionelRichie. #KCHonors https://t.co/xKLWpKr3v0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
72,CBS,2017-12-27 03:59:48,73,0.0,0.0,0.0,1.0,RT @MarkAPrinceJr: A #LionelRichie tribute is not complete without ?All Night Long? ? #KCHonors,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
73,CBS,2017-12-27 03:36:01,74,0.8271,0.42,0.0,0.58,Carmen de Lavallade (@CarmenDances) got emotional during those beautiful performances in her honor. Congratulations… https://t.co/gOCAZpZDpt,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
74,CBS,2017-12-27 03:35:29,75,0.8103,0.315,0.0,0.685,RT @Glamourtunist: This tribute to Carmen de Lavallade at the #KCHonors is so beautiful and well deserved. ??,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
75,CBS,2017-12-27 03:03:49,76,0.0,0.0,0.0,1.0,RT @llcoolj: Attn: #HIPHOP !!!! We made history!! #KCHonors,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
76,CBS,2017-12-27 03:03:26,77,0.5255,0.22,0.0,0.78,.@llcoolj is making history! He’s the Kennedy Center’s first hip-hop honoree. #KCHonors https://t.co/kCqkOdUjtu,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
77,CBS,2017-12-27 02:57:56,78,0.7096,0.247,0.0,0.753,RT @ErinAnnCullen: #KCHonors is always a night of inspiration. Thank you to these artists for your impact on our country. ???????,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
78,CBS,2017-12-27 02:48:52,79,0.7345,0.36,0.0,0.64,Give a round of applause to television pioneer and 2017 Honoree @TheNormanLear! #KCHonors https://t.co/20UosF987x,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
79,CBS,2017-12-27 02:45:34,80,0.6124,0.174,0.0,0.826,RT @AliL: This tribute to Norman Lear on #KCHonors is outstanding AND a walk down my childhood TV memory lane. ???,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
80,CBS,2017-12-27 02:28:07,81,0.3699,0.298,0.0,0.702,RT @llcoolj: Moments I’ll never forget!!! #KCHonors,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
81,CBS,2017-12-27 02:26:46,82,0.8748,0.526,0.0,0.474,.@GloriaEstefan approves of those amazing musical performances in her honor! #KCHonors https://t.co/i3EVYEoKRx,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
82,CBS,2017-12-27 02:20:11,83,0.9601,0.566,0.0,0.434,RT @thepickypantry: Beautiful tribute to @GloriaEstefan on the Kennedy Center Honors. Love Mi Tierra! Amazing and inspiring what a fighter…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
83,CBS,2017-12-27 02:00:29,84,0.8908,0.346,0.0,0.654,Time to celebrate the 2017 honorees at The 40th Annual Kennedy Center Honors! Tune in now on CBS and CBS All Access… https://t.co/1OULMpCfPy,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
84,CBS,2017-12-27 01:08:32,85,0.0,0.0,0.0,1.0,"Tonight, @LionelRichie, @LLCoolJ, @GloriaEstefan, @TheNormanLear &amp; Carmen de Lavallade will be recognized at The 40… https://t.co/jZJqNo8h3b","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
85,CBS,2017-12-26 12:00:01,86,0.2415,0.218,0.173,0.61,"Don't miss the breathtaking performances, standing ovations and moving tributes that will leave you inspired. Here'… https://t.co/imILa52fjz","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
86,CBS,2017-12-25 12:00:05,87,0.5106,0.191,0.0,0.809,"Experience the performances and the memories when 2017 Honorees @LionelRichie, @GloriaEstefan, Carmen de Lavallade,… https://t.co/ygbqASVL7t","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
87,CBS,2017-12-25 00:48:24,88,-0.2263,0.0,0.101,0.899,"Due to NFL overrun CBS is delayed 36mins in Charlotte/NC, Cincinnati/OH, Nashville, Atlanta, New Orleans, Baton Rou… https://t.co/20mnbAhpTm","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
88,CBS,2017-12-24 20:40:42,89,0.7574,0.289,0.0,0.711,"Tonight, get together and enjoy Christmas Eve with a two-hour marathon of your favorite classic sitcoms! Watch The… https://t.co/SCv8TJy9Yp","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
89,CBS,2017-12-24 14:17:43,90,0.7974,0.273,0.0,0.727,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE! (Not av… https://t.co/6mR4bRR5Ey,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
90,CBS,2017-12-24 12:30:02,91,0.0,0.0,0.0,1.0,"All In The Family star @RobReiner gives props to legendary television writer, producer and 2017 Kennedy Center Hono… https://t.co/98jc5i63zE","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
91,CBS,2017-12-23 16:21:17,92,0.0,0.0,0.0,1.0,"Rapper @BustaRhymes pays tribute to @LLCoolJ, performing his hit song ""Mama Said Knock You Out"" at The 40th Annual… https://t.co/CRjQArUqwd","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
92,CBS,2017-12-23 15:00:02,93,0.8236,0.286,0.0,0.714,"Oh, what fun it is to stream! Start a 1-month FREE trial of #CBSAllAccess now. Use promo code BINGE by 1/2:… https://t.co/rSAnDJDgbI","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>"
93,CBS,2017-12-23 12:37:04,94,0.7712,0.355,0.0,0.645,CBS stars are glowing with holiday spirit! See how the stars are getting festive this season:… https://t.co/7qYTHoxFIc,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
94,CBS,2017-12-23 07:24:44,95,0.743,0.311,0.107,0.583,Spread some holiday cheer and laugh along with Dick Van Dyke and Mary Tyler Moore in two back-to-back episodes of T… https://t.co/N89JoYvXZW,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
95,CBS,2017-12-23 06:39:45,96,0.8687,0.365,0.0,0.635,Come home for the holidays with Lucy and Ricky in the I Love Lucy Christmas Special! Stream the full show:… https://t.co/s7f9mjEtER,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
96,CBS,2017-12-23 01:38:37,97,-0.1531,0.104,0.127,0.769,"Tonight at 9/8c, gather the family for two hilarious episodes of this classic sitcom in The Dick Van Dyke Show- Now… https://t.co/YcyECVr2NN","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
97,CBS,2017-12-23 00:39:52,98,0.9422,0.469,0.0,0.531,Get ready to laugh in the holidays tonight with Lucy and the gang in the I Love Lucy Christmas Special at 8/7c! Str… https://t.co/txU2TwXWOg,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
98,CBS,2017-12-22 19:35:35,99,0.6588,0.241,0.0,0.759,"Tonight, ring in the holidays with two back-to-back episodes of a timeless comedy classic, now in color! Watch the… https://t.co/skJsgJdQel","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
99,CBS,2017-12-22 18:03:20,100,0.6597,0.278,0.0,0.722,"Groundbreaking, daring, fearless. This is CBS All Access Originals. 

Sign up now to watch @StarTrekCBS,… https://t.co/kvPsJafYrN","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
0,CNN,2018-01-15 21:16:52,1,0.0,0.0,0.0,1.0,"Stars of NBC's ""The West Wing"" will hold a one-night-only reading of ""All the President's Men"" in Los Angeles… https://t.co/AKJf9SKXNZ","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
