,Target,Date,Tweet Ago,Compound,Positive,Negative,Neutral,Text,Source
1,CNN,2018-01-15 21:13:49,2,0.0,0.0,0.0,1.0,Ancient DNA and a new technique have been used to determine the likely cause of a mystery epidemic in the 16th cent… https://t.co/OAhpKC5dIE,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
2,CNN,2018-01-15 20:48:14,3,-0.7184,0.0,0.261,0.739,Actress Eliza Dushku has accused stunt coordinator Joel Kramer of molesting her when she was a child during filming… https://t.co/55RQRGD1hn,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
3,CNN,2018-01-15 20:33:22,4,0.0,0.0,0.0,1.0,The Syrian army vows to eject US troops from the country https://t.co/Vp3It7RGzx https://t.co/L3Xpyo8Yvn,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
4,CNN,2018-01-15 20:25:33,5,0.0,0.0,0.0,1.0,"RT @CNNnewsroom: ""As she was starting to go up the ladder, she gets tossed a blue blanket - it just so happens there was a baby inside"" - C…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
5,CNN,2018-01-15 20:21:09,6,0.34,0.107,0.0,0.893,"""We went out to dinner, and afterwards we ended up engaging in sexual activity, which by all indications was comple… https://t.co/hJrGLFPbEV","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
6,CNN,2018-01-15 20:16:06,7,0.0,0.0,0.0,1.0,"#MLKDay speakers home in on President Trump's alleged ""shithole"" remark https://t.co/c0iRsLnq2X https://t.co/rW7UeQU0Wu","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
7,CNN,2018-01-15 20:11:04,8,0.0,0.0,0.0,1.0,Are you more of a Botticelli or a Van Gogh? This Google app has a recently added feature that matches your face to… https://t.co/l46fh7TrtR,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
8,CNN,2018-01-15 19:57:05,9,-0.2732,0.186,0.262,0.552,Will US shale ruin the oil party (again)? https://t.co/esUhD9Dzqj https://t.co/vrFekKItNn,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
9,CNN,2018-01-15 19:50:07,10,0.4019,0.197,0.0,0.803,"Mitt Romney: President Trump's comments are ""antithetical to American values"" https://t.co/9xRVonrwbs https://t.co/GEp0Yvf6nk","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
10,CNN,2018-01-15 19:40:12,11,0.5574,0.213,0.0,0.787,"President Trump's first wife, Ivana, says he ""sometimes says things that are silly"" but is ""definitely not racist""… https://t.co/a8L8dAohjr","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
11,CNN,2018-01-15 19:30:09,12,0.0,0.0,0.0,1.0,Former Trump campaign manager Corey Lewandowski expects to voluntarily testify behind closed doors before Congress… https://t.co/cod63GzKcz,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
12,CNN,2018-01-15 19:20:06,13,0.0,0.0,0.0,1.0,"Republican congressman: President Trump's 'shithole countries' remark will ""have some consequences"" in Africa… https://t.co/gLrCvLlzJq","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
13,CNN,2018-01-15 19:10:05,14,-0.6808,0.0,0.237,0.763,"Turkish President Recep Tayyip Erdogan accused the US Monday of ""building an army of terror"" on Turkey's border wit… https://t.co/zyzw1f7BnY","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
14,CNN,2018-01-15 19:00:08,15,0.431,0.125,0.0,0.875,The dollar is starting off 2018 where it left off last year — by sliding. But that's not necessarily bad news… https://t.co/ESs9NcJPF0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
15,CNN,2018-01-15 18:50:06,16,0.0,0.0,0.0,1.0,Russian foreign minister berates the US for 'destabilizing' the world https://t.co/g59Y2Y4BQP https://t.co/QGSzMjerfY,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
16,CNN,2018-01-15 18:40:07,17,-0.4939,0.0,0.262,0.738,What to do when your boss is a bully https://t.co/v3OW2zGJGs https://t.co/aVPyyPuB0n,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
17,CNN,2018-01-15 18:30:05,18,-0.3182,0.0,0.108,0.892,"On Tuesday, the victims of Larry Nassar, the former USA Gymnastics team doctor, will speak out in a Michigan court… https://t.co/aNm39z2Alj","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
18,CNN,2018-01-15 18:20:09,19,0.4215,0.141,0.0,0.859,"The United Arab Emirates says that Qatari military jets have ""intercepted"" two commercial planes bound for Bahrain,… https://t.co/gRxwldYlaK","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
19,CNN,2018-01-15 18:11:08,20,-0.5574,0.0,0.175,0.825,"Dolores O'Riordan, the lead singer of The Cranberries, died on Monday, her publicist says. She was 46.… https://t.co/CCElnkkWSh","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
20,CNN,2018-01-15 21:16:52,21,0.0,0.0,0.0,1.0,"Stars of NBC's ""The West Wing"" will hold a one-night-only reading of ""All the President's Men"" in Los Angeles… https://t.co/AKJf9SKXNZ","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
21,CNN,2018-01-15 21:13:49,22,0.0,0.0,0.0,1.0,Ancient DNA and a new technique have been used to determine the likely cause of a mystery epidemic in the 16th cent… https://t.co/OAhpKC5dIE,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
22,CNN,2018-01-15 20:48:14,23,-0.7184,0.0,0.261,0.739,Actress Eliza Dushku has accused stunt coordinator Joel Kramer of molesting her when she was a child during filming… https://t.co/55RQRGD1hn,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
23,CNN,2018-01-15 20:33:22,24,0.0,0.0,0.0,1.0,The Syrian army vows to eject US troops from the country https://t.co/Vp3It7RGzx https://t.co/L3Xpyo8Yvn,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
24,CNN,2018-01-15 20:25:33,25,0.0,0.0,0.0,1.0,"RT @CNNnewsroom: ""As she was starting to go up the ladder, she gets tossed a blue blanket - it just so happens there was a baby inside"" - C…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
25,CNN,2018-01-15 20:21:09,26,0.34,0.107,0.0,0.893,"""We went out to dinner, and afterwards we ended up engaging in sexual activity, which by all indications was comple… https://t.co/hJrGLFPbEV","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
26,CNN,2018-01-15 20:16:06,27,0.0,0.0,0.0,1.0,"#MLKDay speakers home in on President Trump's alleged ""shithole"" remark https://t.co/c0iRsLnq2X https://t.co/rW7UeQU0Wu","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
27,CNN,2018-01-15 20:11:04,28,0.0,0.0,0.0,1.0,Are you more of a Botticelli or a Van Gogh? This Google app has a recently added feature that matches your face to… https://t.co/l46fh7TrtR,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
28,CNN,2018-01-15 19:57:05,29,-0.2732,0.186,0.262,0.552,Will US shale ruin the oil party (again)? https://t.co/esUhD9Dzqj https://t.co/vrFekKItNn,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
29,CNN,2018-01-15 19:50:07,30,0.4019,0.197,0.0,0.803,"Mitt Romney: President Trump's comments are ""antithetical to American values"" https://t.co/9xRVonrwbs https://t.co/GEp0Yvf6nk","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
30,CNN,2018-01-15 19:40:12,31,0.5574,0.213,0.0,0.787,"President Trump's first wife, Ivana, says he ""sometimes says things that are silly"" but is ""definitely not racist""… https://t.co/a8L8dAohjr","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
31,CNN,2018-01-15 19:30:09,32,0.0,0.0,0.0,1.0,Former Trump campaign manager Corey Lewandowski expects to voluntarily testify behind closed doors before Congress… https://t.co/cod63GzKcz,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
32,CNN,2018-01-15 19:20:06,33,0.0,0.0,0.0,1.0,"Republican congressman: President Trump's 'shithole countries' remark will ""have some consequences"" in Africa… https://t.co/gLrCvLlzJq","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
33,CNN,2018-01-15 19:10:05,34,-0.6808,0.0,0.237,0.763,"Turkish President Recep Tayyip Erdogan accused the US Monday of ""building an army of terror"" on Turkey's border wit… https://t.co/zyzw1f7BnY","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
34,CNN,2018-01-15 19:00:08,35,0.431,0.125,0.0,0.875,The dollar is starting off 2018 where it left off last year — by sliding. But that's not necessarily bad news… https://t.co/ESs9NcJPF0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
35,CNN,2018-01-15 18:50:06,36,0.0,0.0,0.0,1.0,Russian foreign minister berates the US for 'destabilizing' the world https://t.co/g59Y2Y4BQP https://t.co/QGSzMjerfY,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
36,CNN,2018-01-15 18:40:07,37,-0.4939,0.0,0.262,0.738,What to do when your boss is a bully https://t.co/v3OW2zGJGs https://t.co/aVPyyPuB0n,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
37,CNN,2018-01-15 18:30:05,38,-0.3182,0.0,0.108,0.892,"On Tuesday, the victims of Larry Nassar, the former USA Gymnastics team doctor, will speak out in a Michigan court… https://t.co/aNm39z2Alj","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
38,CNN,2018-01-15 18:20:09,39,0.4215,0.141,0.0,0.859,"The United Arab Emirates says that Qatari military jets have ""intercepted"" two commercial planes bound for Bahrain,… https://t.co/gRxwldYlaK","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
39,CNN,2018-01-15 18:11:08,40,-0.5574,0.0,0.175,0.825,"Dolores O'Riordan, the lead singer of The Cranberries, died on Monday, her publicist says. She was 46.… https://t.co/CCElnkkWSh","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
40,CNN,2018-01-15 18:05:08,41,0.6124,0.227,0.0,0.773,"Donate time. Donate talent. Donate treasure.

Here are some of the ways you can make a difference this #MLKday… https://t.co/pDCSuQVEZH","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
41,CNN,2018-01-15 17:54:07,42,0.6908,0.222,0.0,0.778,"GOP satisfaction with the direction of the United States is now the highest it has been since 2007, according to a… https://t.co/fxmqbqzn9E","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
42,CNN,2018-01-15 17:44:24,43,0.7536,0.253,0.0,0.747,The least racist person in the world doesn't talk about being the least racist person in the world | Analysis by… https://t.co/ocSzrABAwU,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
43,CNN,2018-01-15 17:31:55,44,-0.8316,0.0,0.328,0.672,A fire broke out on a shuttle boat taking passengers to a casino boat in Florida. One person died and 15 people wer… https://t.co/iGCWC2Gsu8,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
44,CNN,2018-01-15 17:20:12,45,-0.7096,0.0,0.349,0.651,The CDC has postponed a planned session on preparing for a nuclear disaster https://t.co/b12q6fEejN https://t.co/Or4VGtoBPN,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
45,CNN,2018-01-15 17:10:13,46,0.2023,0.141,0.101,0.758,South Africa will issue a diplomatic protest to the United States over President Trump's 'shithole countries' remar… https://t.co/N25GAbtDgv,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
46,CNN,2018-01-15 17:00:13,47,0.3612,0.172,0.0,0.828,ICE pledges immigration crackdown on businesses. Here's what it looks like: https://t.co/gsa8pDo0d2 https://t.co/oM8QzsBgMH,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
47,CNN,2018-01-15 16:50:06,48,0.717,0.315,0.0,0.685,"Don't be fooled. Wall Street, not Main Street, is the big tax winner. https://t.co/V1Dqje0GjI https://t.co/TF22yCFwIu","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
48,CNN,2018-01-15 16:40:16,49,0.0,0.0,0.0,1.0,"Ford announces the Mach 1, a high-performance electric SUV that will be among 16 all-electric vehicles the company… https://t.co/P6iGxrH1Ws","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
49,CNN,2018-01-15 16:30:08,50,0.4019,0.197,0.0,0.803,"Mitt Romney: President Trump's comments are ""antithetical to American values"" https://t.co/0mEAmyUMUa https://t.co/OXyh7qSbwD","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
50,CNN,2018-01-15 16:20:01,51,0.0,0.0,0.0,1.0,"Watch this ice flow, crinkle and crack its way down the Housatonic River in Connecticut https://t.co/5g9Aqq0V7U https://t.co/sZac9i8p8w","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
51,CNN,2018-01-15 16:10:06,52,-0.2944,0.0,0.155,0.845,Why focusing on 'shithole' totally misses the point | Analysis by @CillizzaCNN https://t.co/PO1MhzWZdG https://t.co/Qn2XG4oiy9,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
52,CNN,2018-01-15 16:00:11,53,0.0,0.0,0.0,1.0,"Why fixing @Uber’s brand has become the personal mission of Chief Brand Officer @badassboz 

#BossFiles with… https://t.co/9Qt2IKpxji","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
53,CNN,2018-01-15 15:50:11,54,-0.5859,0.0,0.22,0.78,"Dozens of people injured after a floor at the Indonesia Stock Exchange in Jakarta collapsed, spilling people onto t… https://t.co/ko02X6Xcin","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
54,CNN,2018-01-15 15:49:27,55,0.0,0.0,0.0,1.0,"RT @cnnbrk: Mitt Romney swipes at Trump in an MLK Day tweet, says ""shithole"" comment attributed to the President is ""antithetical to Americ…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
55,CNN,2018-01-15 15:39:09,56,0.7351,0.323,0.0,0.677,"Former Secretary of State Condoleezza Rice: Kim Jong Un is ""actually pretty clever"" https://t.co/w3vs6dZsDs https://t.co/FebEQ8DqaV","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
56,CNN,2018-01-15 15:29:07,57,0.6124,0.227,0.0,0.773,"Donate time. Donate talent. Donate treasure.

Here are some of the ways you can make a difference this #MLKday… https://t.co/y2erEqM5Dq","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
57,CNN,2018-01-15 15:17:35,58,0.0,0.0,0.0,1.0,Chelsea Manning releases her first campaign video in her run for US Senate  https://t.co/GUQEYUm3BI https://t.co/4FlCEjHVea,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
58,CNN,2018-01-15 15:05:01,59,0.5574,0.213,0.0,0.787,"President Trump's first wife, Ivana, says he ""sometimes says things that are silly"" but is ""definitely not racist""… https://t.co/WUScpiuaE1","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
59,CNN,2018-01-15 14:53:03,60,0.7536,0.253,0.0,0.747,"""I am the least racist person you have ever interviewed."" 

President Trump says he is ""not a racist"" in response t… https://t.co/bEOszWWUON","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
60,CNN,2018-01-15 14:36:43,61,0.6149,0.186,0.0,0.814,"RT @CNNnewsroom: Rep. Gregory Meeks: Trump saying he's not a racist is ""a joke,"" says Trump ""absolutely knows that he is playing to the rac…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
61,CNN,2018-01-15 14:32:30,62,-0.5106,0.0,0.148,0.852,"Haiti's ambassador to the US says President Trump's recent comments about Haiti were ""an insult to our dignity,"" ad… https://t.co/KtrxCWJsGF","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
62,CNN,2018-01-15 14:21:46,63,0.8591,0.373,0.0,0.627,"After dismantling the Pittsburgh Steelers, the Jacksonville Jaguars are now just one win away from reaching Super B… https://t.co/COl4XqX8aM","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
63,CNN,2018-01-15 14:08:29,64,0.2023,0.141,0.101,0.758,South Africa will issue a diplomatic protest to the United States over President Trump's 'shithole countries' remar… https://t.co/5j3Zy83tYD,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
64,CNN,2018-01-15 13:57:07,65,0.0,0.0,0.0,1.0,These lawmakers were in the Trump immigration meeting. Here's what they had to say. https://t.co/xfmxZgemF9 https://t.co/Gy94AwVtcN,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
65,CNN,2018-01-15 13:46:33,66,0.4576,0.143,0.0,0.857,"The Philippines' most active volcano has shown signs of imminent eruption, forcing thousands of people on the main… https://t.co/Nc2tBTk5Rp","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
66,CNN,2018-01-15 13:35:06,67,0.0,0.0,0.0,1.0,What Trump doesn't get about Martin Luther King Jr. | via @CNNopinion https://t.co/APZ84LmHU8 https://t.co/5wHdxgC9vt,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
67,CNN,2018-01-15 13:31:13,68,0.0,0.0,0.0,1.0,"Bill Murray debuts his Steve Bannon on ""SNL"" https://t.co/PsuAhCz7Da https://t.co/DHdY1l4KIV","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
68,CNN,2018-01-15 13:18:31,69,0.717,0.315,0.0,0.685,"Don't be fooled. Wall Street, not Main Street, is the big tax winner. https://t.co/F4j25H7h4l https://t.co/KVeFFNQwwp","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
69,CNN,2018-01-15 13:14:07,70,-0.0857,0.0,0.057,0.943,"RT @NewDay: Haiti's Ambassador to the US personally invites President Trump to come and visit his country but says ""that doesn't excuse an…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
70,CNN,2018-01-15 13:05:45,71,0.4019,0.137,0.0,0.863,"Former Secretary of State Condoleezza Rice says ""nobody should try to impede"" special counselor Robert Mueller's in… https://t.co/SsH3yFzE9W","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
71,CNN,2018-01-15 12:55:07,72,0.0,0.0,0.0,1.0,"President Trump: ""I am not a racist."" https://t.co/IYxYaFwp9w https://t.co/HAOeVKx4sm","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
72,CNN,2018-01-15 12:46:58,73,-0.4939,0.0,0.211,0.789,This is how people in Hawaii reacted to the missile scare https://t.co/AYrCgaY6JI https://t.co/7IHCf5aYwC,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
73,CNN,2018-01-15 12:35:04,74,-0.4404,0.0,0.139,0.861,Republican Sen. Jeff Flake is expected to deliver a floor speech comparing President Trump's attacks on media to th… https://t.co/437MZer4Fd,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
74,CNN,2018-01-15 12:25:04,75,-0.8807,0.0,0.412,0.588,Hawaii's missile false alarm has raised fears that preparations in case of a North Korea attack are scaring its cit… https://t.co/FfYTrf0lV8,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
75,CNN,2018-01-15 12:15:09,76,0.5574,0.213,0.0,0.787,"President Trump's first wife, Ivana, says he ""sometimes says things that are silly"" but is ""definitely not racist""… https://t.co/35ystsD9Ij","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
76,CNN,2018-01-15 12:06:00,77,0.0,0.0,0.0,1.0,"President Trump and his extended nuclear family's first year in Washington saw new homes, new roles, new books and… https://t.co/g6YgyhzOrh","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
77,CNN,2018-01-15 11:55:08,78,0.4404,0.244,0.0,0.756,Computers are getting better than humans at reading https://t.co/BlC6cwdok9 https://t.co/CSbLWF5l0j,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
78,CNN,2018-01-15 11:44:57,79,-0.875,0.0,0.321,0.679,"At least 26 people have been killed in a double suicide bombing in central Baghdad, according to the Ministry of He… https://t.co/6e7KKkuKKO","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
79,CNN,2018-01-15 11:33:31,80,0.7912,0.348,0.0,0.652,"- He's an environmental hero

- He was a socialist before it was cool

- He never let a political disagreement turn… https://t.co/tHhlLgJsSk","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
80,CNN,2018-01-15 11:24:13,81,0.296,0.109,0.0,0.891,"""They made a mistake."" Donald Trump makes first comments about the false ballistic missile alert sent out by Hawaii… https://t.co/ER1V5nvUHW","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
81,CNN,2018-01-15 11:13:41,82,0.0,0.0,0.0,1.0,Vogue publisher drops Bruce Weber and Mario Testino over misconduct allegations https://t.co/ymwBFipg3E,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
82,CNN,2018-01-15 11:00:35,83,0.0,0.0,0.0,1.0,All the ways you can make a difference this MLK Day https://t.co/ueHyQmMXBX https://t.co/DqxcQZjwdu,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
83,CNN,2018-01-15 10:43:49,84,0.4973,0.139,0.0,0.861,"""I am the least racist person you have ever interviewed."" 

US President Donald Trump tells reporters he is ""not a… https://t.co/I3tPeJjbn6","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
84,CNN,2018-01-15 10:30:11,85,0.0,0.0,0.0,1.0,What President Trump doesn't get about Martin Luther King Jr. https://t.co/ufNG2KlepR (via @CNNopinion) https://t.co/2vZCod6idk,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
85,CNN,2018-01-15 10:27:02,86,0.4404,0.266,0.0,0.734,Computers are getting better than humans at reading https://t.co/1G3Fgh4dw1,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
86,CNN,2018-01-15 10:14:04,87,0.2023,0.135,0.096,0.769,South Africa's foreign ministry says it will issue a diplomatic protest to the United States  over President Trump'… https://t.co/oQ5PiHfrTG,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
87,CNN,2018-01-15 10:05:53,88,0.0,0.0,0.0,1.0,Venus Williams knocked out in the first round of the Australian Open https://t.co/A80wiKSC7m,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
88,CNN,2018-01-15 10:00:17,89,0.0,0.0,0.0,1.0,"Democratic Rep. John Lewis calls President Trump ""racist"" and says he won't vote on government funding without DACA… https://t.co/07i4u1pX6d","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
89,CNN,2018-01-15 09:46:51,90,0.4215,0.118,0.0,0.882,"A member of Qatar's royal family has said he is being held against his will in the United Arab Emirates, a claim di… https://t.co/FUT45YlZIA","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
90,CNN,2018-01-15 09:40:18,91,0.1027,0.146,0.125,0.729,"Passengers swim to safety after fire on casino shuttle boat north of Tampa, Florida https://t.co/Au69qjkovw https://t.co/Qj29qh0VGL","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
91,CNN,2018-01-15 09:31:14,92,0.3612,0.116,0.0,0.884,"""[President Trump has] to understand this is a grown-up job, and he's got to start acting like it."" Former Virginia… https://t.co/CxwD7HZpcQ","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
92,CNN,2018-01-15 09:23:37,93,0.6369,0.296,0.0,0.704,Here's a 2018 guide to Macau's best casinos https://t.co/C6dH64pmQJ via @CNNTravel https://t.co/fxoSefKnZ4,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
93,CNN,2018-01-15 09:13:31,94,0.0,0.0,0.0,1.0,Oil tanker burning in the East China Sea sinks https://t.co/FilCAblhN8 https://t.co/7nRCpS7y1D,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
94,CNN,2018-01-15 09:06:50,95,-0.4019,0.0,0.231,0.769,Pope Francis faces tensions on South America trip https://t.co/LTLij0wuJ5 https://t.co/Pb646BHxMi,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
95,CNN,2018-01-15 09:00:32,96,0.0,0.0,0.0,1.0,"Republican Sen. David Perdue says President Trump didn't use the phrase ""shithole countries"" during a meeting with… https://t.co/iaG84v0Qf1","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
96,CNN,2018-01-15 08:46:27,97,-0.2263,0.0,0.16,0.84,Tunisia plans social reforms in the wake of protests https://t.co/iJtlI3Bdzr https://t.co/GIZ48O7JaB,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
97,CNN,2018-01-15 08:39:41,98,0.1779,0.091,0.0,0.909,"A growing movement is targeting single-use plastic straws, which are not recyclable and often end up littering the… https://t.co/E0wLG1IENV","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
98,CNN,2018-01-15 08:31:08,99,-0.34,0.0,0.146,0.854,"Democratic Rep. Tulsi Gabbard says the false ballistic missile warning in Hawaii was ""unacceptable""… https://t.co/W10TPnY2NL","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
99,CNN,2018-01-15 08:21:49,100,-0.4939,0.0,0.211,0.789,This is how people in Hawaii reacted to the missile scare https://t.co/lOjFpk6tkx https://t.co/VjIUKEf30M,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
0,FoxNews,2018-01-15 21:14:29,1,0.4019,0.114,0.0,0.886,"RT @FoxNewsResearch: Closer Look ? #DACA Recipients:
•689,000 active recipients as of Sep 2017
•Nearly 80% are from Mexico
•94% are from La…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
1,FoxNews,2018-01-15 21:05:39,2,-0.296,0.0,0.167,0.833,Crews continue to search for missing people after California mudslides https://t.co/uejMsHNyHW https://t.co/SumhUbhxXb,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
2,FoxNews,2018-01-15 20:58:12,3,-0.34,0.0,0.13,0.87,Coast Guard officials say they are investigation cause of deadly casino boat fire in Florida https://t.co/MggkCW7ufg https://t.co/QplqR43ieE,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
3,FoxNews,2018-01-15 20:52:29,4,0.0,0.0,0.0,1.0,".@AxiosNick: ""Corey Lewandowski is unambiguously to @POTUS...Steve Bannon, I think particularly in light of the Wol… https://t.co/z7tKw5UVqg","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
4,FoxNews,2018-01-15 20:40:00,5,0.0,0.0,0.0,1.0,"UK politician splits with model girlfriend after 'indefensible' Meghan Markle remarks
 https://t.co/cxcjEf51zF","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
